filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
image_081.jpg,114938,"{""used_as"":""dataset""}",5,4,"{""name"":""rect"",""x"":632,""y"":118,""width"":47,""height"":46}","{""class_name"":""hardhat""}"
image_158.jpg,13302,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":209,""y"":47,""width"":37,""height"":24}","{""class_name"":""hardhat""}"
image_158.jpg,13302,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":64,""y"":56,""width"":27,""height"":20}","{""class_name"":""hardhat""}"
image_156.jpg,5029,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":77,""y"":36,""width"":74,""height"":85}","{""class_name"":""mask""}"
image_156.jpg,5029,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":93,""y"":75,""width"":30,""height"":31}","{""class_name"":""mask""}"
image_154.jpg,9815,"{""used_as"":""dataset""}",4,0,"{""name"":""rect"",""x"":156,""y"":44,""width"":23,""height"":31}","{""class_name"":""mask""}"
image_154.jpg,9815,"{""used_as"":""dataset""}",4,1,"{""name"":""rect"",""x"":110,""y"":61,""width"":26,""height"":29}","{""class_name"":""mask""}"
image_154.jpg,9815,"{""used_as"":""dataset""}",4,2,"{""name"":""rect"",""x"":144,""y"":23,""width"":46,""height"":33}","{""class_name"":""hardhat""}"
image_154.jpg,9815,"{""used_as"":""dataset""}",4,3,"{""name"":""rect"",""x"":104,""y"":41,""width"":36,""height"":24}","{""class_name"":""hardhat""}"
image_151.jpg,7676,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":165,""y"":78,""width"":45,""height"":48}","{""class_name"":""mask""}"
image_151.jpg,7676,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":155,""y"":36,""width"":63,""height"":39}","{""class_name"":""hardhat""}"
image_150.jpg,8839,"{""used_as"":""dataset""}",6,0,"{""name"":""rect"",""x"":200,""y"":31,""width"":63,""height"":65}","{""class_name"":""mask""}"
image_150.jpg,8839,"{""used_as"":""dataset""}",6,1,"{""name"":""rect"",""x"":211,""y"":53,""width"":35,""height"":31}","{""class_name"":""mask""}"
image_150.jpg,8839,"{""used_as"":""dataset""}",6,2,"{""name"":""rect"",""x"":46,""y"":24,""width"":57,""height"":60}","{""class_name"":""mask""}"
image_150.jpg,8839,"{""used_as"":""dataset""}",6,3,"{""name"":""rect"",""x"":122,""y"":29,""width"":60,""height"":71}","{""class_name"":""mask""}"
image_150.jpg,8839,"{""used_as"":""dataset""}",6,4,"{""name"":""rect"",""x"":135,""y"":56,""width"":31,""height"":30}","{""class_name"":""mask""}"
image_150.jpg,8839,"{""used_as"":""dataset""}",6,5,"{""name"":""rect"",""x"":58,""y"":46,""width"":35,""height"":32}","{""class_name"":""mask""}"
image_149.jpg,6805,"{""used_as"":""dataset""}",6,0,"{""name"":""rect"",""x"":356,""y"":19,""width"":12,""height"":22}","{""class_name"":""mask""}"
image_149.jpg,6805,"{""used_as"":""dataset""}",6,1,"{""name"":""rect"",""x"":222,""y"":7,""width"":18,""height"":17}","{""class_name"":""hardhat""}"
image_149.jpg,6805,"{""used_as"":""dataset""}",6,2,"{""name"":""rect"",""x"":173,""y"":27,""width"":19,""height"":16}","{""class_name"":""hardhat""}"
image_149.jpg,6805,"{""used_as"":""dataset""}",6,3,"{""name"":""rect"",""x"":134,""y"":22,""width"":27,""height"":14}","{""class_name"":""hardhat""}"
image_149.jpg,6805,"{""used_as"":""dataset""}",6,4,"{""name"":""rect"",""x"":258,""y"":25,""width"":17,""height"":19}","{""class_name"":""mask""}"
image_149.jpg,6805,"{""used_as"":""dataset""}",6,5,"{""name"":""rect"",""x"":1,""y"":23,""width"":10,""height"":19}","{""class_name"":""mask""}"
image_147.jpg,6228,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":79,""y"":9,""width"":38,""height"":18}","{""class_name"":""hardhat""}"
image_143.jpg,9353,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":118,""y"":17,""width"":52,""height"":56}","{""class_name"":""mask""}"
image_143.jpg,9353,"{""used_as"":""dataset""}",3,1,"{""name"":""rect"",""x"":128,""y"":34,""width"":27,""height"":26}","{""class_name"":""mask""}"
image_143.jpg,9353,"{""used_as"":""dataset""}",3,2,"{""name"":""rect"",""x"":249,""y"":85,""width"":21,""height"":21}","{""class_name"":""mask""}"
image_141.jpg,8594,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":147,""y"":23,""width"":14,""height"":10}","{""class_name"":""mask""}"
image_141.jpg,8594,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":85,""y"":19,""width"":11,""height"":10}","{""class_name"":""mask""}"
image_140.jpg,7752,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":104,""y"":33,""width"":18,""height"":15}","{""class_name"":""hardhat""}"
image_140.jpg,7752,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":80,""y"":48,""width"":16,""height"":17}","{""class_name"":""hardhat""}"
image_139.jpg,6692,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":68,""y"":27,""width"":127,""height"":130}","{""class_name"":""mask""}"
image_139.jpg,6692,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":99,""y"":76,""width"":61,""height"":64}","{""class_name"":""mask""}"
image_138.jpg,4402,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":38,""y"":12,""width"":24,""height"":16}","{""class_name"":""hardhat""}"
image_138.jpg,4402,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":1,""y"":14,""width"":19,""height"":14}","{""class_name"":""hardhat""}"
image_137.jpg,3599,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":116,""y"":34,""width"":41,""height"":27}","{""class_name"":""hardhat""}"
image_137.jpg,3599,"{""used_as"":""dataset""}",3,1,"{""name"":""rect"",""x"":63,""y"":12,""width"":35,""height"":22}","{""class_name"":""hardhat""}"
image_137.jpg,3599,"{""used_as"":""dataset""}",3,2,"{""name"":""rect"",""x"":133,""y"":59,""width"":20,""height"":23}","{""class_name"":""mask""}"
image_136.jpg,11300,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":50,""y"":120,""width"":37,""height"":56}","{""class_name"":""mask""}"
image_136.jpg,11300,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":29,""y"":62,""width"":104,""height"":66}","{""class_name"":""hardhat""}"
image_135.jpg,13811,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":34,""y"":10,""width"":68,""height"":49}","{""class_name"":""hardhat""}"
image_135.jpg,13811,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":151,""y"":85,""width"":59,""height"":44}","{""class_name"":""hardhat""}"
image_134.jpg,10110,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":116,""y"":59,""width"":56,""height"":64}","{""class_name"":""mask""}"
image_134.jpg,10110,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":47,""y"":8,""width"":126,""height"":76}","{""class_name"":""hardhat""}"
image_100.jpg,1147555,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":1000,""y"":557,""width"":467,""height"":311}","{""class_name"":""mask""}"
image_099.jpg,1006161,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":994,""y"":548,""width"":235,""height"":175}","{""class_name"":""mask""}"
image_130.jpg,13609,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":234,""y"":123,""width"":14,""height"":13}","{""class_name"":""mask""}"
image_129.jpg,6036,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":97,""y"":79,""width"":14,""height"":11}","{""class_name"":""hardhat""}"
image_129.jpg,6036,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":55,""y"":39,""width"":14,""height"":11}","{""class_name"":""hardhat""}"
image_127.jpg,9243,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":123,""y"":23,""width"":22,""height"":18}","{""class_name"":""mask""}"
image_126.jpg,7643,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":86,""y"":54,""width"":13,""height"":11}","{""class_name"":""mask""}"
image_126.jpg,7643,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":138,""y"":33,""width"":14,""height"":15}","{""class_name"":""mask""}"
image_125.jpg,11534,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":179,""y"":50,""width"":9,""height"":9}","{""class_name"":""mask""}"
image_125.jpg,11534,"{""used_as"":""dataset""}",3,1,"{""name"":""rect"",""x"":56,""y"":3,""width"":75,""height"":48}","{""class_name"":""hardhat""}"
image_125.jpg,11534,"{""used_as"":""dataset""}",3,2,"{""name"":""rect"",""x"":93,""y"":32,""width"":24,""height"":48}","{""class_name"":""mask""}"
image_124.jpg,7483,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":99,""y"":57,""width"":56,""height"":69}","{""class_name"":""mask""}"
image_124.jpg,7483,"{""used_as"":""dataset""}",3,1,"{""name"":""rect"",""x"":70,""y"":1,""width"":96,""height"":76}","{""class_name"":""hardhat""}"
image_124.jpg,7483,"{""used_as"":""dataset""}",3,2,"{""name"":""rect"",""x"":6,""y"":76,""width"":39,""height"":46}","{""class_name"":""mask""}"
image_123.jpg,10081,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":69,""y"":107,""width"":36,""height"":38}","{""class_name"":""hardhat""}"
image_122.jpg,11447,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":104,""y"":15,""width"":24,""height"":24}","{""class_name"":""hardhat""}"
image_122.jpg,11447,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":111,""y"":33,""width"":19,""height"":26}","{""class_name"":""mask""}"
image_002.jpg,75583,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":105,""y"":138,""width"":140,""height"":74}","{""class_name"":""hardhat""}"
image_002.jpg,75583,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":520,""y"":262,""width"":52,""height"":42}","{""class_name"":""hardhat""}"
image_119.jpg,11072,"{""used_as"":""dataset""}",4,0,"{""name"":""rect"",""x"":38,""y"":47,""width"":51,""height"":30}","{""class_name"":""hardhat""}"
image_119.jpg,11072,"{""used_as"":""dataset""}",4,1,"{""name"":""rect"",""x"":186,""y"":108,""width"":23,""height"":32}","{""class_name"":""mask""}"
image_119.jpg,11072,"{""used_as"":""dataset""}",4,2,"{""name"":""rect"",""x"":154,""y"":83,""width"":53,""height"":27}","{""class_name"":""hardhat""}"
image_119.jpg,11072,"{""used_as"":""dataset""}",4,3,"{""name"":""rect"",""x"":103,""y"":18,""width"":31,""height"":19}","{""class_name"":""hardhat""}"
image_115.jpg,12868,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":150,""y"":52,""width"":25,""height"":38}","{""class_name"":""mask""}"
image_115.jpg,12868,"{""used_as"":""dataset""}",3,1,"{""name"":""rect"",""x"":174,""y"":38,""width"":28,""height"":45}","{""class_name"":""mask""}"
image_115.jpg,12868,"{""used_as"":""dataset""}",3,2,"{""name"":""rect"",""x"":162,""y"":0,""width"":58,""height"":27}","{""class_name"":""hardhat""}"
image_112.jpg,10789,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":184,""y"":52,""width"":38,""height"":59}","{""class_name"":""mask""}"
image_109.jpg,8053,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":161,""y"":0,""width"":34,""height"":22}","{""class_name"":""hardhat""}"
image_109.jpg,8053,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":40,""y"":68,""width"":34,""height"":28}","{""class_name"":""hardhat""}"
image_108.jpg,9120,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":163,""y"":18,""width"":16,""height"":14}","{""class_name"":""mask""}"
image_108.jpg,9120,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":155,""y"":6,""width"":28,""height"":18}","{""class_name"":""hardhat""}"
image_107.jpg,10141,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":71,""y"":119,""width"":17,""height"":7}","{""class_name"":""boots""}"
image_107.jpg,10141,"{""used_as"":""dataset""}",3,1,"{""name"":""rect"",""x"":104,""y"":115,""width"":18,""height"":11}","{""class_name"":""boots""}"
image_107.jpg,10141,"{""used_as"":""dataset""}",3,2,"{""name"":""rect"",""x"":93,""y"":30,""width"":6,""height"":8}","{""class_name"":""mask""}"
image_106.jpg,15665,"{""used_as"":""dataset""}",5,0,"{""name"":""rect"",""x"":154,""y"":182,""width"":37,""height"":22}","{""class_name"":""boots""}"
image_106.jpg,15665,"{""used_as"":""dataset""}",5,1,"{""name"":""rect"",""x"":103,""y"":178,""width"":25,""height"":15}","{""class_name"":""boots""}"
image_106.jpg,15665,"{""used_as"":""dataset""}",5,2,"{""name"":""rect"",""x"":153,""y"":45,""width"":20,""height"":22}","{""class_name"":""mask""}"
image_106.jpg,15665,"{""used_as"":""dataset""}",5,3,"{""name"":""rect"",""x"":89,""y"":34,""width"":33,""height"":17}","{""class_name"":""hardhat""}"
image_106.jpg,15665,"{""used_as"":""dataset""}",5,4,"{""name"":""rect"",""x"":177,""y"":16,""width"":35,""height"":17}","{""class_name"":""hardhat""}"
image_105.jpg,13188,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":139,""y"":87,""width"":41,""height"":32}","{""class_name"":""mask""}"
image_105.jpg,13188,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":131,""y"":32,""width"":67,""height"":55}","{""class_name"":""hardhat""}"
image_104.jpg,7643,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":177,""y"":30,""width"":50,""height"":77}","{""class_name"":""mask""}"
image_062.jpg,95869,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":184,""y"":354,""width"":80,""height"":60}","{""class_name"":""hardhat""}"
image_062.jpg,95869,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":98,""y"":460,""width"":176,""height"":244}","{""class_name"":""vest""}"
image_021.jpg,42322,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":67,""y"":15,""width"":203,""height"":279}","{""class_name"":""vest""}"
image_103.jpg,26514,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":263,""y"":87,""width"":73,""height"":73}","{""class_name"":""vest""}"
image_103.jpg,26514,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":228,""y"":73,""width"":40,""height"":24}","{""class_name"":""hardhat""}"
image_090.jpg,48517,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":127,""y"":329,""width"":357,""height"":269}","{""class_name"":""vest""}"
image_090.jpg,48517,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":190,""y"":18,""width"":228,""height"":195}","{""class_name"":""hardhat""}"
image_039.jpg,149760,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":797,""y"":6,""width"":334,""height"":560}","{""class_name"":""vest""}"
image_089.jpg,92231,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":532,""y"":60,""width"":108,""height"":76}","{""class_name"":""hardhat""}"
image_089.jpg,92231,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":455,""y"":205,""width"":240,""height"":285}","{""class_name"":""vest""}"
image_077.jpg,196275,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":807,""y"":378,""width"":442,""height"":533}","{""class_name"":""vest""}"
image_077.jpg,196275,"{""used_as"":""dataset""}",3,1,"{""name"":""rect"",""x"":6,""y"":581,""width"":162,""height"":398}","{""class_name"":""vest""}"
image_077.jpg,196275,"{""used_as"":""dataset""}",3,2,"{""name"":""rect"",""x"":589,""y"":486,""width"":174,""height"":270}","{""class_name"":""vest""}"
image_028.jpg,58997,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":395,""y"":123,""width"":192,""height"":224}","{""class_name"":""vest""}"
image_028.jpg,58997,"{""used_as"":""dataset""}",3,1,"{""name"":""rect"",""x"":236,""y"":85,""width"":149,""height"":212}","{""class_name"":""vest""}"
image_028.jpg,58997,"{""used_as"":""dataset""}",3,2,"{""name"":""rect"",""x"":40,""y"":140,""width"":131,""height"":191}","{""class_name"":""vest""}"
image_015.jpg,20745,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":78,""y"":47,""width"":45,""height"":63}","{""class_name"":""vest""}"
image_015.jpg,20745,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":11,""y"":94,""width"":34,""height"":70}","{""class_name"":""vest""}"
image_023.jpg,234116,"{""used_as"":""dataset""}",1,0,"{""name"":""rect"",""x"":235,""y"":258,""width"":1416,""height"":2279}","{""class_name"":""vest""}"
image_003.jpg,108305,"{""used_as"":""dataset""}",2,0,"{""name"":""rect"",""x"":466,""y"":186,""width"":174,""height"":193}","{""class_name"":""vest""}"
image_003.jpg,108305,"{""used_as"":""dataset""}",2,1,"{""name"":""rect"",""x"":875,""y"":146,""width"":144,""height"":176}","{""class_name"":""vest""}"
image_193.jpg,9773,"{""used_as"":""dataset""}",3,0,"{""name"":""rect"",""x"":137,""y"":69,""width"":19,""height"":15}","{""class_name"":""mask""}"
